title_id,newspaper_title,state,place_id,place,latitude,longitude
5,Hobart Town Gazette and Van Diemen's Land Advertiser (Tas. : 1821 - 1825),TAS,TAS00752,Hobart,-42.88000107,147.3200073
1259,"Hobart Town Punch (Hobart Town, Tas. : 1867 - 1868)",TAS,TAS00752,Hobart,-42.88000107,147.3200073
1262,"Hobart Town Punch (Hobart Town, Tas. : 1878)",TAS,TAS00752,Hobart,-42.88000107,147.3200073
864,"Hobarton Guardian, or, True Friend of Tasmania (Hobart, Tas. : 1847 - 1854)",TAS,TAS00752,Hobart,-42.88000107,147.3200073
569,Hopetoun Courier and Mallee Pioneer (Vic. : 1914 - 1918),VIC,VIC101494,Hopetoun,-35.6985355,142.3663087
851,"Humpybong Weekly and Advertiser (Redcliffe, Qld. : 1927 - 1932)",QLD,QLD45464,Redcliffe,-27.22583389,153.1063995
668,Huon and Derwent Times (Tas. : 1933 - 1942),TAS,TAS01004,Franklin,-43.08000183,147.0099945
667,"Huon Times (Franklin, Tas. : 1910 - 1933)",TAS,TAS01004,Franklin,-43.08000183,147.0099945
279,"Il Giornale Italiano (Sydney, NSW : 1932 - 1940)",NSW,NSW79218,Sydney,-33.8732,151.2096
670,"Illawarra Daily Mercury (Wollongong, NSW : 1950 - 1954)",NSW,NSW81445,Wollongong,-34.4271,150.8932
669,"Illawarra Mercury (Wollongong, NSW : 1856 - 1950)",NSW,NSW81445,Wollongong,-34.4271,150.8932
940,Illustrated Australian Mail (Vic. : 1861 - 1862),VIC,VIC102000,Melbourne,-37.8243016,144.9739883
70,"Illustrated Australian News (Melbourne, Vic. : 1876 - 1889)",VIC,VIC102000,Melbourne,-37.8243016,144.9739883
71,"Illustrated Australian News (Melbourne, Vic. : 1890 - 1896)",VIC,VIC102000,Melbourne,-37.8243016,144.9739883
105,"Illustrated Australian News and Musical Times (Melbourne, Vic. : 1889 - 1890)",VIC,VIC102000,Melbourne,-37.8243016,144.9739883
72,"Illustrated Australian News for Home Readers (Melbourne, Vic. : 1867 - 1875)",VIC,VIC102000,Melbourne,-37.8243016,144.9739883
107,Illustrated Sydney News (NSW : 1853 - 1872),NSW,NSW79218,Sydney,-33.8732,151.2096
804,Illustrated Sydney News (NSW : 1881 - 1894),NSW,NSW79218,Sydney,-33.8732,151.2096
803,Illustrated Sydney News and New South Wales Agriculturalist and Grazier (NSW : 1872 - 1881),NSW,NSW79218,Sydney,-33.8732,151.2096
231,"Independent (Footscray, Vic. : 1883 - 1922)",VIC,VIC101188,Footscray,-37.7983945,144.8994408
570,Inglewood Advertiser (Vic. : 1914 - 1918),VIC,VIC101528,Inglewood,-36.5926825,143.8414754
181,"Inquirer (Perth, WA : 1840 - 1855)",WA,WA100137118,Perth,-31.95184,115.8587
624,"Intelligence (Bowral, NSW : 1884)",NSW,NSW82916,Bowral,-34.4818,150.4179
376,Ipswich Herald and General Advertiser (Qld. : 1861),QLD,QLD45051,Ipswich,-27.623333,152.759995
352,"Irrigation Record (Leeton, NSW : 1913 - 1917)",NSW,NSW32609,Leeton,-34.5485,146.4012
1189,"Jamboree Daily (Frankston, Vic. : 1934; 1949; 1955; 1964; 1976; 1992; 2007)",VIC,VIC101201,Frankston,-38.150878,145.1414219
571,Jamieson and Woodspoint Chronicle and Upper Goulburn Advertiser (Vic. : 1914 - 1916),VIC,VIC101555,Jamieson,-37.271063,146.1259346
645,Jerilderie Herald and Urana Advertiser (NSW : 1898 - 1958),NSW,NSW82882,Jerilderie,-35.3596,145.7457
645,Jerilderie Herald and Urana Advertiser (NSW : 1898 - 1958),NSW,NSW82908,Urana,-35.3318,146.2679
712,Jewish Herald (Vic. : 1879 - 1920),VIC,VIC102000,Melbourne,-37.8243016,144.9739883
1059,"Johnstone River Advocate (Geraldton, Qld. : 1906 - 1908)",QLD,QLD45710,Innisfail,-17.52416611,146.0291595
1060,Johnstone River Advocate and Innisfail News (Qld. : 1928 - 1941),QLD,QLD45710,Innisfail,-17.52416611,146.0291595
885,"Justice (Narrabri, NSW : 1891)",NSW,NSW41518,Narrabri,-30.3318,149.7679
342,Kalgoorlie Miner (WA : 1895 - 1950),WA,WA100018291,Kalgoorlie,-30.74926,121.4656
73,Kalgoorlie Western Argus (WA : 1896 - 1916),WA,WA100018291,Kalgoorlie,-30.74926,121.4656
398,Kapunda Herald (SA : 1878 - 1951),SA,SA0034111,Kapunda,-34.34136,138.91526
399,Kapunda Herald and Northern Intelligencer (SA : 1864 - 1878),SA,SA0034111,Kapunda,-34.34136,138.91526
906,Katoomba Times (NSW : 1889 - 1894),NSW,NSW82140,Katoomba,-33.7085,150.3021
297,Kerang New Times (Vic. : 1901 - 1918),VIC,VIC101641,Kerang,-35.7241058,143.9476965
766,Kerang Observer (Vic. : 1914 - 1918),VIC,VIC101641,Kerang,-35.7241058,143.9476965
195,Kerang Times and Swan Hill Gazette (Vic. : 1877 - 1889),VIC,VIC101641,Kerang,-35.7241058,143.9476965
195,Kerang Times and Swan Hill Gazette (Vic. : 1877 - 1889),VIC,VIC102892,Swan Hill,-35.3621129,143.523428
380,Kiama Examiner (NSW : 1858 - 1859),NSW,NSW30724,Kiama,-34.6652,150.8512
363,Kiama Independent (NSW : 1947 - 1954),NSW,NSW30724,Kiama,-34.6652,150.8512
388,Kiama Reporter (NSW : 1886 - 1887),NSW,NSW30724,Kiama,-34.6652,150.8512
779,Kilmore Advertiser (Vic. : 1915 - 1918),VIC,VIC101666,Kilmore,-37.2985007,144.9590035
127,"Kilmore Free Press (Kilmore, Vic. : 1870 - 1954)",VIC,VIC101666,Kilmore,-37.2985007,144.9590035
125,"Kilmore Free Press and Bourke and Dalhousie Advertiser (Kilmore, Vic. : 1865)",VIC,VIC101666,Kilmore,-37.2985007,144.9590035
126,"Kilmore Free Press and Counties of Bourke and Dalhousie Advertiser (Kilmore, Vic. : 1865 - 1868)",VIC,VIC101666,Kilmore,-37.2985007,144.9590035
1078,"King Island News (Currie, King Island : 1912 - 1954)",TAS,TAS00966,Currie,-39.93000031,143.8500061
572,"Kooweerup Sun, Lang Lang Guardian and Cranbourne Shire Record (Vic. : 1918)",VIC,VIC100865,Cranbourne,-38.1066429,145.2791878
572,"Kooweerup Sun, Lang Lang Guardian and Cranbourne Shire Record (Vic. : 1918)",VIC,VIC101789,Lang Lang,-38.3326238,145.5752819
573,Koroit Sentinel and Tower Hill Advocate (Vic. : 1914 - 1918),VIC,VIC101715,Koroit,-38.276383,142.3718595
573,Koroit Sentinel and Tower Hill Advocate (Vic. : 1914 - 1918),VIC,VIC103078,Tower Hill,-38.32831,142.3560673
574,Korong Vale Lance and North West Advertiser (Vic. : 1914 - 1915),VIC,VIC101716,Korong Vale,-36.3641785,143.7063433
752,Kyabram Free Press and Rodney and Deakin Shire Advocate (Vic. : 1914 - 1918),VIC,VIC101734,Kyabram,-36.356597,145.0677229
753,Kyabram Guardian (Vic. : 1914 - 1918),VIC,VIC101734,Kyabram,-36.356597,145.0677229
196,Kyabram Union (Vic. : 1886 - 1894),VIC,VIC101734,Kyabram,-36.356597,145.0677229
575,Kyneton Guardian (Vic. : 1870 - 1880; 1914 - 1918),VIC,VIC101736,Kyneton,-37.2233049,144.4478021
795,"Labor Call (Melbourne, Vic. : 1906; 1914 - 1918)",VIC,VIC102000,Melbourne,-37.8243016,144.9739883
509,"Labor News (Sydney, NSW : 1918 - 1924)",NSW,NSW79218,Sydney,-33.8732,151.2096
1153,Lachlander and Condobolin and Western Districts Recorder (NSW : 1899 - 1952),NSW,NSW82783,Condobolin,-33.0652,147.1512
576,Lancefield Mercury and West Bourke Agricultural Record (Vic. : 1914 - 1918),VIC,VIC101785,Lancefield,-37.2593872,144.7164124
868,"Land (Hobart, Tas. : 1924 - 1925)",TAS,TAS00752,Hobart,-42.88000107,147.3200073
577,Lang Lang Guardian (Vic. : 1914 - 1918),VIC,VIC101789,Lang Lang,-38.3326238,145.5752819
272,Launceston Advertiser (Tas. : 1829 - 1846),TAS,TAS00338,Launceston,-41.43999863,147.1399994
339,Launceston Courier (Tas. : 1840 - 1843),TAS,TAS00338,Launceston,-41.43999863,147.1399994
74,Launceston Examiner (Tas. : 1842 - 1899),TAS,TAS00338,Launceston,-41.43999863,147.1399994
926,Laura Standard and Crystal Brook Courier (SA : 1917 - 1948),SA,SA0017046,Crystal Brook,-33.35153751,138.2087537
926,Laura Standard and Crystal Brook Courier (SA : 1917 - 1948),SA,SA0003142,Laura,-33.18508808,138.3016174
976,"Laverton Mercury (Laverton, WA : 1899 - 1919)",WA,WA100186190,Laverton,-28.68895,122.5539
829,"Le Courrier Australien (Sydney, NSW : 1892 - 2011)",NSW,NSW79218,Sydney,-33.8732,151.2096
822,"Leader (Angaston, SA : 1918 - 1954)",SA,SA0001457,Angaston,-34.5015,139.04625
319,"Leader (Melbourne, Vic. : 1862 - 1918)",VIC,VIC102000,Melbourne,-37.8243016,144.9739883
423,"Leader (Orange, NSW : 1912 - 1922)",NSW,NSW44262,Orange,-33.2818,149.1012
243,"Lilydale Express and Yarra Glen, Wandin Yallock, Upper Yarra, Healesville and Ringwood Chronicle (Vic. : 1914)",VIC,VIC101443,Healesville,-37.6494403,145.5458594
243,"Lilydale Express and Yarra Glen, Wandin Yallock, Upper Yarra, Healesville and Ringwood Chronicle (Vic. : 1914)",VIC,VIC101843,Lilydale,-37.7549659,145.3619127
243,"Lilydale Express and Yarra Glen, Wandin Yallock, Upper Yarra, Healesville and Ringwood Chronicle (Vic. : 1914)",VIC,VIC102622,Ringwood,-37.8113967,145.2306244
243,"Lilydale Express and Yarra Glen, Wandin Yallock, Upper Yarra, Healesville and Ringwood Chronicle (Vic. : 1914)",VIC,VIC28407,Wandin Yallock,-37.7901389,145.4315278
243,"Lilydale Express and Yarra Glen, Wandin Yallock, Upper Yarra, Healesville and Ringwood Chronicle (Vic. : 1914)",VIC,VIC30330,Yallock,-38.1943056,145.5795833
243,"Lilydale Express and Yarra Glen, Wandin Yallock, Upper Yarra, Healesville and Ringwood Chronicle (Vic. : 1914)",VIC,VIC103474,Yarra Glen,-37.6499408,145.3784084
578,"Lismore, Derrinallum and Cressy Advertiser (Vic. : 1914 - 1918)",VIC,VIC100875,Cressy,-38.0462868,143.6716475
578,"Lismore, Derrinallum and Cressy Advertiser (Vic. : 1914 - 1918)",VIC,VIC100964,Derrinallum,-37.9593895,143.176123
578,"Lismore, Derrinallum and Cressy Advertiser (Vic. : 1914 - 1918)",VIC,VIC101857,Lismore,-37.9583046,143.3533165
1176,Lithgow Mercury (NSW : 1898 - 1954),NSW,NSW79207,Lithgow,-33.4818,150.1512
120,Liverpool Herald (NSW : 1897 - 1907),NSW,NSW82209,Liverpool,-33.9232,150.9151
183,Liverpool News (NSW : 1937 - 1941),NSW,NSW82209,Liverpool,-33.9232,150.9151
1119,"Local Option Advocate (Perth, WA : 1919 - 1927)",WA,WA100137118,Perth,-31.95184,115.8587
842,Logan and Albert Advocate (Qld. : 1893 - 1900),QLD,QLD46086,Southport,-27.97361183,153.4047089
843,"Logan and Albert Bulletin (Southport, Qld. : 1896 - 1901; 1909; 1921; 1922; 1928)",QLD,QLD46086,Southport,-27.97361183,153.4047089
850,"Logan Witness (Beenleigh, Qld. : 1878 - 1893)",QLD,QLD45249,Beenleigh,-27.71333504,153.1938934
836,Mackay Mercury (Qld. : 1887 - 1905),QLD,QLD46802,Mackay,-21.14472,149.18194
835,Mackay Mercury and South Kennedy Advertiser (Qld. : 1867 - 1887),QLD,QLD45716,Kennedy,-18.19333267,145.9633331
835,Mackay Mercury and South Kennedy Advertiser (Qld. : 1867 - 1887),QLD,QLD46802,Mackay,-21.14472,149.18194
579,Maldon News (Vic. : 1916 - 1918),VIC,VIC101936,Maldon,-36.9928841,144.0662439
168,Malvern and Caulfield Standard (Vic. :  1906),VIC,VIC100708,Caulfield,-37.8840175,145.0265565
168,Malvern and Caulfield Standard (Vic. :  1906),VIC,VIC101941,Malvern,-37.85842,145.0353651
580,Malvern Courier and Caulfield Mirror (Vic. : 1914 - 1917),VIC,VIC100708,Caulfield,-37.8840175,145.0265565
580,Malvern Courier and Caulfield Mirror (Vic. : 1914 - 1917),VIC,VIC101941,Malvern,-37.85842,145.0353651
781,Malvern News (Vic. : 1914 - 1916),VIC,VIC101941,Malvern,-37.85842,145.0353651
169,Malvern Standard (Vic. : 1906 - 1931),VIC,VIC101941,Malvern,-37.85842,145.0353651
801,"Man on the Land (Gosford, NSW : 1936 - 1938)",NSW,NSW21300,Gosford,-33.4235,151.3415
1006,Manilla Express (NSW : 1899 - 1954),NSW,NSW82514,Manilla,-30.7485,150.7179
317,Maryborough and Dunolly Advertiser (Vic. : 1914 - 1918),VIC,VIC101044,Dunolly,-36.8391552,143.7531045
317,Maryborough and Dunolly Advertiser (Vic. : 1914 - 1918),VIC,VIC101975,Maryborough,-37.0501089,143.7398171
732,Maryborough Chronicle (Qld. : 1947 - 1954),QLD,QLD47502,Maryborough,-25.52333,152.69694
731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",QLD,QLD47502,Maryborough,-25.52333,152.69694
977,Meekatharra Miner (WA : 1909 - 1918),WA,WA100186941,Meekatharra,-26.64175,118.8561
280,"Meie Kodu = Our Home (Sydney, NSW : 1949 - 1954)",NSW,NSW79218,Sydney,-33.8732,151.2096
874,Melbourne Punch (Vic. : 1855 - 1900),VIC,VIC102000,Melbourne,-37.8243016,144.9739883
1025,Melbourne Times (Vic. : 1842 - 1843),VIC,VIC102000,Melbourne,-37.8243016,144.9739883
332,Melton Express (Vic. : 1915 - 1918),VIC,VIC102003,Melton,-37.6778564,144.6128006
122,"Mercury (Fitzroy, Vic. : 1875 - 1877)",VIC,VIC101172,Fitzroy,-37.8009173,144.9791656
123,Mercury and Weekly Courier (Vic. : 1878 - 1903),VIC,VIC101172,Fitzroy,-37.8009173,144.9791656
815,Merredin Mercury (WA : 1912 - 1921),WA,WA100188711,Merredin,-31.48278,118.2856
777,Mildura Telegraph and Darling and Lower Murray Advocate (Vic. : 1914 - 1918),VIC,VIC102049,Mildura,-34.21111,142.1337569
355,"Miners' Advocate and Northumberland Recorder (Newcastle, NSW : 1873 - 1876)",NSW,NSW42141,Newcastle,-32.9318,151.7846
788,Minyip Guardian and Sheep Hills Advocate (Vic. : 1915 - 1918),VIC,VIC102066,Minyip,-36.454357,142.6225139
788,Minyip Guardian and Sheep Hills Advocate (Vic. : 1915 - 1918),VIC,VIC102734,Sheep Hills,-36.340913,142.5441192
253,"Mirror (Perth, WA : 1921 - 1956)",WA,WA100137118,Perth,-31.95184,115.8587
424,Molong Argus (NSW : 1896 - 1921),NSW,NSW81504,Molong,-33.0982,148.8562
425,Molong Express and Western District Advertiser (NSW : 1887 - 1954),NSW,NSW81504,Molong,-33.0982,148.8562
118,Moonta Herald and Northern Territory Gazette (NT : 1869),NT,NT12218,Darwin,-12.461534,130.842442
333,Moorabbin News (Vic. : 1914 - 1918),VIC,VIC102127,Moorabbin,-37.941434,145.0569673
494,Moree Gwydir Examiner and General Advertiser (NSW : 1901 - 1940),NSW,NSW39259,Moree,-29.4652,149.8346
77,"Morning Bulletin (Rockhampton, Qld. : 1878 - 1954)",QLD,QLD28641,Rockhampton,-23.378056,150.513611
78,"Morning Chronicle (Sydney, NSW : 1843 - 1846)",NSW,NSW79218,Sydney,-33.8732,151.2096
79,"Morning Post (Cairns, Qld. : 1897 - 1907)",QLD,QLD5683,Cairns,-16.92207648,145.7758208
1242,"Morning Star and Commercial Advertiser (Hobart Town, Tas. : 1834 - 1835)",TAS,TAS00752,Hobart,-42.88000107,147.3200073
206,Mornington and Dromana Standard (Vic. : 1908 - 1911),VIC,VIC101012,Dromana,-38.3361908,145.0030649
206,Mornington and Dromana Standard (Vic. : 1908 - 1911),VIC,VIC102145,Mornington,-38.2277926,145.0622532
210,"Mornington Standard (Frankston, Vic. : 1911 - 1920)",VIC,VIC101201,Frankston,-38.150878,145.1414219
210,"Mornington Standard (Frankston, Vic. : 1911 - 1920)",VIC,VIC102145,Mornington,-38.2277926,145.0622532
205,Mornington Standard (Vic. : 1889 - 1908),VIC,VIC102145,Mornington,-38.2277926,145.0622532
581,Mortlake Dispatch (Vic. : 1914 - 1918),VIC,VIC102150,Mortlake,-38.058496,142.7900505
133,"Morwell Advertiser (Morwell, Vic. : 1888 - 1954) ",VIC,VIC102152,Morwell,-38.2317334,146.4200279
132,"Morwell Advertiser and Weekly Chronicle (Morwell, Vic. : 1887 - 1888) ",VIC,VIC102152,Morwell,-38.2317334,146.4200279
773,Morwell and Yinnar Gazette (Vic. : 1914 - 1916),VIC,VIC102152,Morwell,-38.2317334,146.4200279
773,Morwell and Yinnar Gazette (Vic. : 1914 - 1916),VIC,VIC103499,Yinnar,-38.3263933,146.3170292
582,Mount Alexander Mail (Vic. : 1854 - 1917),VIC,VIC100703,Castlemaine,-37.0592568,144.2181305
817,Mount Magnet Miner and Lennonville Leader (WA : 1896 - 1926),WA,WA100042829,Lennonville,-27.97094,117.8348
817,Mount Magnet Miner and Lennonville Leader (WA : 1896 - 1926),WA,WA100187085,Mount Magnet,-28.08733,117.8822
791,Mount Wycheproof Ensign and East Wimmera Advocate (Vic. : 1914 - 1918),VIC,VIC103437,Wycheproof,-36.067243,143.224621
648,Mudgee Guardian and North-Western Representative (NSW : 1890 - 1954),NSW,NSW40118,Mudgee,-32.6127,149.5873
495,Mullumbimby Star (NSW : 1906 - 1936),NSW,NSW40362,Mullumbimby,-28.5485,153.5012
673,Mullumbimby Star and Byron Bay-Bangalow Advocate (NSW : 1936),NSW,NSW82254,Bangalow,-28.6818,153.5179
673,Mullumbimby Star and Byron Bay-Bangalow Advocate (NSW : 1936),NSW,NSW70872,Byron Bay,-28.6485,153.6179
673,Mullumbimby Star and Byron Bay-Bangalow Advocate (NSW : 1936),NSW,NSW40362,Mullumbimby,-28.5485,153.5012
583,"Murchison Advertiser and Murchison, Toolamba, Mooroopna and Dargalong Express (Vic. : 1914 - 1918)",VIC,VIC6902,Dargalong,-36.6929167,145.2595833
583,"Murchison Advertiser and Murchison, Toolamba, Mooroopna and Dargalong Express (Vic. : 1914 - 1918)",VIC,VIC102138,Mooroopna,-36.3986708,145.348275
583,"Murchison Advertiser and Murchison, Toolamba, Mooroopna and Dargalong Express (Vic. : 1914 - 1918)",VIC,VIC102226,Murchison,-36.6911709,145.1739742
583,"Murchison Advertiser and Murchison, Toolamba, Mooroopna and Dargalong Express (Vic. : 1914 - 1918)",VIC,VIC103041,Toolamba,-36.4894912,145.3220006
1120,Murchison Advocate (WA : 1898 - 1912),WA,WA100043213,Murchison,-26.0725,115.9225
400,"Murray Pioneer (Renmark, SA : 1942 - 1950)",SA,SA0011271,Renmark,-34.17259,140.74309
401,"Murray Pioneer and Australian River Record (Renmark, SA : 1913 - 1942)",SA,SA0011271,Renmark,-34.17259,140.74309
1154,Murrumburrah Signal and County of Harden Advocate (NSW : 1881 - 1947),NSW,NSW82877,Harden,-34.5485,148.3679
1154,Murrumburrah Signal and County of Harden Advocate (NSW : 1881 - 1947),NSW,NSW82880,Murrumburrah,-34.5141,148.3406
584,Myrtleford Mail and Whorouly Witness (Vic. : 1914 - 1918),VIC,VIC102260,Myrtleford,-36.5709904,146.7380981
584,Myrtleford Mail and Whorouly Witness (Vic. : 1914 - 1918),VIC,VIC103322,Whorouly,-36.5189985,146.584042
585,Nagambie Times (Vic. : 1914 - 1918),VIC,VIC102264,Nagambie,-36.7915995,145.206329
106,Nambour Chronicle and North Coast Advertiser (Qld. : 1922 - 1954),QLD,QLD47231,Nambour,-26.62333,152.95944
1155,Nambucca and Bellinger News (NSW : 1911 - 1945),NSW,NSW41297,Nambucca,-30.6485,153.0012
1156,Nambucca News (NSW : 1909 - 1911),NSW,NSW41297,Nambucca,-30.6485,153.0012
431,Narandera Argus and Riverina Advertiser (NSW : 1893 - 1953),NSW,NSW82467,Narrandera,-34.7485,146.5512
586,Narracan Shire Advocate (Vic. : 1914 - 1918),VIC,VIC102291,Narracan,-38.3029383,146.2601073
1082,Narrogin Observer (WA : 1952 - 1954),WA,WA100187487,Narrogin,-32.93766,117.1707
1081,Narrogin Observer and Williams District Representative (WA : 1905 - 1918),WA,WA100187487,Narrogin,-32.93766,117.1707
1081,Narrogin Observer and Williams District Representative (WA : 1905 - 1918),WA,WA100184647,Williams,-33.01406,116.8943
430,Narromine News and Trangie Advocate (NSW : 1898 - 1955),NSW,NSW41632,Narromine,-32.2318,148.2346
430,Narromine News and Trangie Advocate (NSW : 1898 - 1955),NSW,NSW59981,Trangie,-32.0318,147.9679
838,"Nashville Times, Gympie and Mary River Mining Gazette (Qld. : 1868)",QLD,QLD46339,Gympie,-26.18611,152.66806
838,"Nashville Times, Gympie and Mary River Mining Gazette (Qld. : 1868)",QLD,QLD23915,Nashville,-27.312777,153.058334
587,"Nathalia Herald and Picola, Narioka, Kotupna and Moira Advertiser (Vic. : 1914 - 1918)",VIC,VIC101723,Kotupna,-36.1337705,145.1156714
587,"Nathalia Herald and Picola, Narioka, Kotupna and Moira Advertiser (Vic. : 1914 - 1918)",VIC,VIC19369,Narioka,-36.0543056,145.0559722
587,"Nathalia Herald and Picola, Narioka, Kotupna and Moira Advertiser (Vic. : 1914 - 1918)",VIC,VIC102300,Nathalia,-36.0605592,145.189925
587,"Nathalia Herald and Picola, Narioka, Kotupna and Moira Advertiser (Vic. : 1914 - 1918)",VIC,VIC102492,Picola,-35.9604925,145.100885
650,"National Advocate (Bathurst, NSW : 1889 - 1954)",NSW,NSW5747,Bathurst,-32.9318,151.5679
678,"National Leader (Brisbane, Qld. : 1916 - 1918)",QLD,QLD4555,Brisbane,-27.46784774,153.0280133
350,"Nepean Times (Penrith, NSW : 1882 - 1962)",NSW,NSW82210,Penrith,-33.7513,150.6943
1122,"New Call (Perth, WA : 1931 - 1934)",WA,WA100137118,Perth,-31.95184,115.8587
1121,"New Call and Bailey's Weekly (Perth, WA : 1934 - 1940)",WA,WA100137118,Perth,-31.95184,115.8587
525,"New South Wales Government Gazette (Sydney, NSW : 1832 - 1900)",NSW,NSW79218,Sydney,-33.8732,151.2096
356,Newcastle Morning Herald and Miners' Advocate (NSW : 1876 - 1954),NSW,NSW42141,Newcastle,-32.9318,151.7846
461,"News (Adelaide, SA : 1923 - 1954)",SA,SA0055886,Adelaide,-34.92869,138.60102
588,Nhill Free Press (Vic. : 1914 - 1918),VIC,VIC102345,Nhill,-36.306367,141.5812786
932,"Nor-West Echo (Broome, WA : 1914 - 1918)",WA,WA100175799,Broome,-17.96167,122.2363
797,"Norden (Melbourne, Vic. : 1914 - 1918)",VIC,VIC102000,Melbourne,-37.8243016,144.9739883
846,Norseman Esperance Guardian and Dundas Goldfields Advertiser (WA : 1896),WA,WA100185334,Dundas,-32.38722,121.7733
846,Norseman Esperance Guardian and Dundas Goldfields Advertiser (WA : 1896),WA,WA100164794,Esperance,-33.86123,121.892
846,Norseman Esperance Guardian and Dundas Goldfields Advertiser (WA : 1896),WA,WA100185339,Norseman,-32.22455,121.0756
736,Norseman Times (WA : 1898 - 1920),WA,WA100185339,Norseman,-32.22455,121.0756
80,"North Australian (Darwin, NT : 1883 - 1889)",NT,NT12218,Darwin,-12.461534,130.842442
263,"North Australian and Queensland General Advertiser  (Ipswich, Qld. : 1862 - 1863)",QLD,QLD45051,Ipswich,-27.623333,152.759995
151,North Melbourne Advertiser (Vic. : 1873 - 1894),VIC,VIC102376,North Melbourne,-37.7920601,144.9393698
385,North Melbourne Courier and West Melbourne Advertiser (Vic. : 1895 - 1913),VIC,VIC102376,North Melbourne,-37.7920601,144.9393698
385,North Melbourne Courier and West Melbourne Advertiser (Vic. : 1895 - 1913),VIC,VIC103302,West Melbourne,-37.808747,144.9238207
384,North Melbourne Gazette (Vic. : 1894 - 1901),VIC,VIC102376,North Melbourne,-37.7920601,144.9393698
878,"North West Champion (Moree, NSW : 1915 - 1954)",NSW,NSW39259,Moree,-29.4652,149.8346
743,"North-Eastern Advertiser (Scottsdale, Tas. : 1909 - 1954)",TAS,TAS01234,Scottsdale,-41.15999985,147.5099945
818,Northam Courier (WA : 1909 - 1922),WA,WA100177317,Northam,-31.65321,116.6665
589,Northcote Leader (Vic. : 1914 - 1918),VIC,VIC102381,Northcote,-37.7722727,144.9993819
372,"Northern Argus (Clare, SA : 1869 - 1954)",SA,SA0014102,Clare,-33.83323,138.61205
1068,"Northern Argus (Rockhampton, Qld. : 1865 - 1874)",QLD,QLD28641,Rockhampton,-23.378056,150.513611
590,Northern District Standard (Vic. : 1915 - 1916),VIC,VIC100454,Boort,-36.1235835,143.7514885
25,"Northern Standard (Darwin, NT : 1921 - 1955)",NT,NT12218,Darwin,-12.461534,130.842442
81,"Northern Star (Lismore, NSW : 1876 - 1954)",NSW,NSW33234,Lismore,-28.8069,153.2858
36,"Northern Territory Times (Darwin, NT : 1927 - 1932)",NT,NT12218,Darwin,-12.461534,130.842442
9,"Northern Territory Times and Gazette (Darwin, NT : 1873 - 1927)",NT,NT12218,Darwin,-12.461534,130.842442
254,"Northern Times (Carnarvon, WA : 1905 - 1952)",WA,WA100005897,Carnarvon,-24.8904,113.66
496,"Northern Times (Newcastle, NSW : 1857 - 1918)",NSW,NSW42141,Newcastle,-32.9318,151.7846
591,Numurkah Leader (Vic. : 1895 - 1948),VIC,VIC102394,Numurkah,-36.081187,145.4385403
771,"Numurkah Standard and Wunghnu, Cobram, Yarroweyah and Strathmerton Advocate (Vic. : 1914 - 1918)",VIC,VIC100785,Cobram,-35.9235969,145.6387575
771,"Numurkah Standard and Wunghnu, Cobram, Yarroweyah and Strathmerton Advocate (Vic. : 1914 - 1918)",VIC,VIC102394,Numurkah,-36.081187,145.4385403
771,"Numurkah Standard and Wunghnu, Cobram, Yarroweyah and Strathmerton Advocate (Vic. : 1914 - 1918)",VIC,VIC102863,Strathmerton,-35.8959091,145.4407554
771,"Numurkah Standard and Wunghnu, Cobram, Yarroweyah and Strathmerton Advocate (Vic. : 1914 - 1918)",VIC,VIC103433,Wunghnu,-36.1652577,145.415105
771,"Numurkah Standard and Wunghnu, Cobram, Yarroweyah and Strathmerton Advocate (Vic. : 1914 - 1918)",VIC,VIC103485,Yarroweyah,-35.947364,145.5655448
1123,Nungarin Trayning Mail and Kununoppin Advertiser (WA : 1917 - 1922),WA,WA100188895,Kununoppin,-31.11139,117.9189
1123,Nungarin Trayning Mail and Kununoppin Advertiser (WA : 1917 - 1922),WA,WA100193325,Nungarin,-31.18667,118.1011
1123,Nungarin Trayning Mail and Kununoppin Advertiser (WA : 1917 - 1922),WA,WA100188898,Trayning,-31.11222,117.7919
304,Oakleigh and Caulfield Times Mulgrave and Ferntree Gully Guardian (Vic. : 1914 - 1918),VIC,VIC100708,Caulfield,-37.8840175,145.0265565
304,Oakleigh and Caulfield Times Mulgrave and Ferntree Gully Guardian (Vic. : 1914 - 1918),VIC,VIC101165,Ferntree Gully,-37.8861746,145.2820793
304,Oakleigh and Caulfield Times Mulgrave and Ferntree Gully Guardian (Vic. : 1914 - 1918),VIC,VIC102219,Mulgrave,-37.9290086,145.1794229
304,Oakleigh and Caulfield Times Mulgrave and Ferntree Gully Guardian (Vic. : 1914 - 1918),VIC,VIC102413,Oakleigh,-37.899295,145.096073
215,"Oakleigh Leader (North Brighton, Vic. : 1888 - 1902)",VIC,VIC100496,Brighton,-37.9080308,144.994357
215,"Oakleigh Leader (North Brighton, Vic. : 1888 - 1902)",VIC,VIC20005,North Brighton,-37.9170833,144.9968056
215,"Oakleigh Leader (North Brighton, Vic. : 1888 - 1902)",VIC,VIC102413,Oakleigh,-37.899295,145.096073
214,"Oakleigh Leader and District Record (Brighton, Vic. : 1887 - 1888)",VIC,VIC100496,Brighton,-37.9080308,144.994357
